text,sentiment
Siap pak anies jadi kan presiden https://t.co/vMTxS8AgRz,0
"Gue udh nonton yg pak anies dan prabowo. Hmm, menurut gue pak Anies,dibeberapa hal tegas, solutif,dan panelist pun puas banget sama jawaban beliau. Btw ni bs liat perbedaan audience, waktu, salut pak anies dikasi semua pertanyaan dijawab padat tanpa bilang g ada waktu https://t.co/GsDCFTQCQc",1
"Singkat kata, perbedaan dalam koalisi pilpres ini tidak akan membuat saya memiliki sentimen negatif terhadap pak Anies atau karyanya. Kalau ama pendukungnya ya lain lagi. Buat saya yg bodo"" dan sok moralis ya ke laut aja. :p.""",0
@tommy_oO tar msh di tawar cak...😂😂😂,0
@SOBAT_ANIES @waaipkasep 01  Inshaa Allah menang .,1
Internal pemerintahan DKI dalam kekacauan total karena ketidakmampuan Gubernur Anies Baswedan dalam memimpin @monskuyyyy Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/r49DVNQr3k https://t.co/mZyT894ZJK,1
@ainunnajib Di tiktok juga kemarin banyak akun2 besar nyerang pak anies dalam waktu yg berdekatan,1
Macetnya lalu lintas di ibu kota semakin parah saja dengan adanyaAnies Baswedan @mowwieqq Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/bRa0sda7lB https://t.co/Nbc7qU2bFw,1
"@BabehAldoAje135 Babeh, tolong share kontrak politik capres anies dalam bentuk pdf. Saya serius mau baca kontraknya. Mekasi beh.",1
"Pak Anies juga menyadari bahwa kota sebesar Jakarta perlu untuk menghidupkan pusat kesenian dan budaya.  Agar masyarakatnya bisa punya substance dan bukan cuma sekedar penikmat hedonisme. Saya punya perhatian tinggi dalam hal ini.""",0
@meandmysecre @sanginovatif1 @elenaprettyaa Ini postingan saya kak tentang beras food station milik BUMD yang bisa sampai ekspor ke arab saudi. Bukti Pak Anies no omon omon https://t.co/Q2E7hvyrdu,1
"@kartarahardja Jualannya gtu2 aja om, dr 2014 dkg prabowo yg dijual ginian biar beliau gk kepilih, skrg pindah ke anies",0
"@madrid_jkt58 @PartaiSocmed Baca dulu bang. Sumpah parsoc nih udah ditaraf memecah belah.  Itu maksud cak imin, tidak menghilangkan wisata yg sudah ada. Artinya baik yg di bali atau pun di tempat lain, klo udah ada ga akan diusik.  Selain itulah yg dikembangin 😭",1
"@cuitcuap_ Anies : Sebentar Lagi Akan Saya Akan Tenggelamkan Mereka Dalam Efek Ilusi Lem Aibon 82M dan Saya Akan Hapus Ingatannya Menggunakan Penghapus 53M Dan Tinggal Di Sugesti Dengan Kata Luar Biasa Saya Sprti Pendukung Saya Eh Tapi Pendukung Saya Kan Emng G Ad Pikiran Sejak Awal cuakzz""",1
"Kesejahteraan rakyat tetap terabaikan di masa kepemimpinan Anies Baswedan, sungguh menyedihkan @moneymoon01 Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/2PkYZIIGPW https://t.co/zv3q8daMs6",1
"@Nurlela2022 @sitazara1 @TedInvestigasi Iya setau saya emg dari awal Om Ted ini fokus mengkritisi para pembuat kebijakan yg menangani covid, dan kebetulan saja Pak Anies jg ikut berperan yg lebih besar dibandingkan calon lainnya pd saat ada pandemi. Dulu juga kan Pak Anies sampai pernah digugat jg saat masih jd gub",1
"Udah jelas-jelas tidak kompeten, kenapa masih ada yang mendukung Anies Baswedan? @mizateroki Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/i5nwUfRprb https://t.co/MLJvshUCH6",1
"Tarif MRT naik tapi pelayanan tetap jelek, terima kasih ya atas kebijakanmu itu, Anies Baswedan @mojitomint_ Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/ZohsHAsL2j https://t.co/maalcVupyK",1
"Permasalahan internal pemerintahan DKI Jakarta juga nggak ada penyelesaian yang jelas, bikin kinerja Anies Baswedan tambah nggak efektif @moon3ra Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/KRK5OzVrRI https://t.co/b963fsZPi5",1
"Anies Baswedan, gubernur yang lebih pandai bicara daripada bertindak @mntapej Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/ltktc14q96 https://t.co/LVrrhvug8S",1
Kemiskinan masih tinggi di Jakarta? Salah satu faktornya adalah kegagalan dalam kepemimpinan oleh Anies Baswedan @modipeyuk Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/a0L8fn8Gxo https://t.co/0h4zlahGr0,1
"Kesejahteraan masyarakat Jakarta harusnya menjadi prioritas utama, tapi kok Anies Baswedan terkesan tidak peduli dengan nasib rakyatnya? @moanaluvyx Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/c9JPh9vduL https://t.co/Dc6Xochbfj",1
"Eh, udah dua periode jadi Gubernur DKI Jakarta, tapi banjir masih aja nggak bisa diatasi @Mocheese20 Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/Wd4IxTTv5P https://t.co/lDn0PGjMwk",1
"@clarra_888 @lilyaquina Kasih rekam jejak pak anies di jakarta aja kak, mudah2 an tertarik 🌻",1
"Sampah masih berserakan dimana-mana , kok anis basweden gak bisa mengatasi masalah sampah ini ya ? @missaenaa Rekam Jejak Anies Baswedan #NazarPemilu #AMINAjaDulu https://t.co/kkmgXTZH1l https://t.co/ZhOxbZLkel",0
