text,sentiment
@elviejochano te gusta el hilo? uwuw,0
3shan sor3et el qazf ðŸ¤­ðŸ¤­,0
"@AbdurrahmanSrb @Hasbil_Lbs Kawan sebelah tdk pernah puas kecuali sdh memfitnah Pak Anies dan Gus Imin, semoga Allah benamkan partai2 mereka kini dan masa dtg...",1
"Good morning. Weekend tapi kebangun pagi biar apa sih, el?",1
@mbrobbyy @idextratime wkwkwk diajarin sama pelatih twrhebat di dunia dan di akhirat versi towel yaitu Fakhri Husaini alias El Kabur TC Timnas,1
@Dennysiregar7 Bisa jadi SIRAMAN FULUS nya kurang cak...ðŸ«£ðŸ˜ðŸ˜‚,0
@KompasTV slepet juga nih..,1
@magerjauh Yooomaaan suwun mas Rio jangan lupa musik regenya di sela sela kegiatannya ðŸ‡¯ðŸ‡²ðŸ¤,0
"@undipmenfess gak blh mnjelekkan paslon lain tp mlh ngatain el culik dan nepobaby, hadeh...",0
andy moshkla kebera maa el nas el betetghayr lama tesaheb,0
@Hapis_sativa Nek cangkem e mambu rokok non cukai piye cak wkwk,0
bangun bangun cak imin,0
@ilvslthszm PASAMELOOO,0
"@el_avraham @ainunnajib Kl akun lama msh inget, lo jg hapal menteri kabinet gotong royong 1.",0
"@cakimiNOW Cak @cakimiNOW awas pake slogan itu , siapa tahu udah ada hakinya .  Karena acaranya cukup lama di TV hehehhee.....ðŸ¤£ðŸ¤£ðŸ¤£  01 salam gembira ria !!",1
Hya el nas el 3ayza January ykhlas wrahom haga mohema f feb wla eh?,0
@jawafess Pas jadi Cak Imin ngampet ngguyu,0
"@stephanusn @scianachy @surinaken Kalau di 01 mungkin ada pendukung yg goblok2in tp bukan pak anies dan cak imin lgsg. Kalau 02 selain pendukungnya juga bar2, nanti lgsg prabowo jg ikut goblok2in, kalau coba berpendapat sama opung lgsg dibilang lu siape?""""",1
ma howa mesh tabee3y a3ya 3 marrat  f nafs el shahr,1
"@PaniniMangaMx El manga de Otome Game Sekai wa Mob ni Kibishii Sekai Desu https://t.co/ZCd8J1uMwB""",0
"Inimah Cak Lontong konsultannya, fix!",0
"@tanyakanrl Ayow ayowww, semoga dapett pengalamann seperti inii, Niii @El__humaira.",0
yaudah sih buka aja wkwk atau lagi nyusun drama? lagian ada benernya juga anies milih imin jadi cawapres,0
"@SoeTjenMarching Memang si nepobaby itu mau menjatuhkan MMD saja. Padahal ternyata dia sendiri tidak paham apa itu Greenflation, &amp  tertukar dengan istilah Greedflation yang mencontohkan soal demo rompi kuning di Perancis.  Mungkin pembisiknya yang salah, atau si nepobaby nya yang salah dengar ðŸ˜†",0
@sarahinterruptd La2 maho law kolohom sabo masr el balad hat2oom enty ma3andekish b rob3 geneih wataneya,0
@mariletgr @RNacional_News Risintidi https://t.co/wlnlnRU5Yc,0
"Anies dan Cak Imin akan berkampanye di dua lokasi berbeda hari ini. Anies fokus di luar Jawa, sedangkan Cak Imin memperkuat dukungan di Jawa Tengah. https://t.co/IftIdZQvPr",0
"@aduuuumbbb @undipmenfess lah kan fakta nya begitu el culik 98 , nepo baby jalur paman WKWKWWK",0
@cakimiNOW Saya pikir cuma Baja Hitam cak yang bisa berubahðŸ˜ŠðŸ˜ŠðŸ˜Š,1
CAK NUN #AMINAjaDulu #PKS #aniesbaswedan #2024election #caknun #cakimin #seger8ener https://t.co/aDwjpmTDbw,0
Parapaparapaparapapa! https://t.co/0NIXE96zav,0
@doyygurlfie @tanyakanrl keren cak,1
el plthn porfAVOR https://t.co/njMVYHoWas,0
@tvOneNews GPP. AQ ttp cak Imin az dulu y Maaf. Semuanya asli... 01,0
Cak Imin: Jangan Biarkan Orang Tak Beretika Mengatur Negeri Ini Seenak Udelnya... #AMINAjaDulu #HaveAniesDay,0
"Jero nian kalo lah cak ini, dak galak lagi akuu",0
@MLB El Blondi is back !,1
"@tvOneNews ''Anak Buah Cak Imin Ditangkap KPK atas Kasus Korupsi di Kemenakertrans Era SBY'' begitu kata @tvOneNews. Ketika moral sebuah lembaga pers yang katanya netral itu diprtanyakan skrang sengaja diprlihatkan bahwa sehina itu kah Marwah pers saat ini, demi sesuap nasi dia rela terhina",0
"Shaâ€™mue, Yah'uah Ath, O Sovereign of Abraham, Yast'khaq &amp  Ya'aqub, Who GRANTs petitions   send Michaâ€™el, Gabriâ€™el, Uriâ€™el to COMPLETE the â€˜Sandwichâ€™, O Yahâ€™uah, `ahâ€™ouâ€™lham`!  O Sovereign of the Reign! Bah haShem Yah'uah, Abraham, Yast'khaq &amp  Ya'aqub! https://t.co/jHgapwF5nR",0
"@bengkeldodo Ini sdh body shaming Do... Gpp lo ktin Cak Imin lebih tinggi dr mic tp isi kepala dan hatinya normal tidak seperti cawapres mu isi otak dan hatinya seupil, ojo ngamuk..... ðŸ˜ðŸ˜",0
"Jokowi Sebut Presiden Boleh Tidak Netral dan Kampanye, Cak Imin: Sedih Punya Presiden Begitu https://t.co/rmPlnzte55",0
"@el_noura23 @misssky__ @dyahNeZza Aamiin., kamu juga...",1
@zy_zy_its_me Ttp fokus p ANIES GUS IMIN az dl y Maaf y,0
"@undipmenfess LOL baca ini + komenannya kek ngejelekin 02 sah sah aja ya, giliran jelekin 01&amp 03 kaga mau banget, yang template tuh siapa sih sebenernya? dari menfess lu aja el culik dan nepobaby"" udah gak cocok buat diajak argumentasi, gws ðŸ¥±""",1
Waduh! Cak Nun Sebut Jokowi Mirip Firaun https://t.co/vM1XsD98Z4 pemutaran latar belakang #GoTube,0
@fikrihaikal29_ Suka suka lu dah kal,0
"@_TrustedEvil_ waktu debat cawapres yg pertama, Cak Imin menurut semuanya underperform dan dari pendukung 01 nya sendiri yang banyak ngeroasting. gaada yang buka akan hal itu",0
@el_Itsu Kawaiii,0
