text,sentiment
KARNI ILYAS ITU JONGOS UTAMANYA ANIES SI PENIPU ULUNG.,1
"Biasanya begini , kalau :  - Kelompok lain, dikomplain. - Kelompok sendiri, itu keinginan rakyat.  Sakarepe Dewe iku...  Akibat Relawan Pengantar Anies~Muhaimin Terlalu Banyak â€“ Hasto Komplen  https://t.co/yodpUSVjT5",1
"Kenapa Hasto ga pilih hari lain, Padahal masih banyak hari lain sampai tanggal 25, bukannya Hasto harusnya sudah tahu bahwa AMIN mendaftarkan diri tanggal 19 Oktober 2023,  kok Hasto seolah memaksakan diri untuk mengikuti hari nya AMIN (Anies-Muhaimin) yaah ?ðŸ¤” https://t.co/BaH0nRx5XV",1
"BILA TEST KEJIWAAN SECARA FAIR ANIES TIDAK LOLOS KARENA KECENDERUNGAN MENIPU SEMUA YG BISA DITIPUNYA. BILA TEST KEJIWAAN LOLOS, ITU PASTI DOKTER JIWANYA DITIPUNYA JUGA.",1
"@hasyimmah Abud/Imin&amp wowo udh out of my choice. Mahfud aja nolak dgn abud pdhal udh ditawarin krn politik identitas itu. sikap mahfud sama dgnku. wowo is tiresome,udh 3X kalah, what would make him win this time?  Pokoke yg punya kasus HAM &amp  SARA no way. Prinsip dsr itu.",0
"@tvOneNews Kalau serius sisa hidup buat Indonesia, batalkan nyaleg, gabung ama Anies, jadi Menhan yg beneran di kabinet Anies, alias bener2 buat Indonesia jadi macan asia..., bukan keledai...",0
"Mahfud Md Jadi Bacawapres,  Cak Fauzi: Sudah Waktunya  Orang Madura Memimpin  Bupati Sumenep ini menilai Mahfud MD adalah tokoh yg mampu memupus stikma bahwa SDM Madura jauh tertinggal dg daerah lain  Masyarakat Madura harus Bangga Mahfud jadi Cawapres    https://t.co/DSBtVDJ7VS https://t.co/s21tWc3Dm6",1
@ruhutsitompul Dulu kau pinter hut tp tmbah tua nambah gobloknya. Update itu yg berkualitas knp https://t.co/nhonOF8i83,0
"@datuakrajoangek Gak cuma pendukung anies, pendukung ganjar juga hampir sama, Ampun dah bebalnya sampe mengalir jauh... Bukti valid klo iq mereka 78 ðŸ¤ª",1
@nieke_olivia Ya Allah Semoga Engkau memberikan Kemudahan mu Utk psgn Anies Muhaimin tuk jd RI 1&amp 2 di thn 2024.,1
