text,sentiment
@sutanmangara @aniesbaswedan @feryfarhati Pak Anies itu komplit...adu pesona siap...adu gagasan siap...asal jangan adu goyang z ya...😄,0
@sumadiseloguno Semangat bapak Anis dan bapak Imin 🥰,1
"@PartaiSocmed Kalau pak Anies memang banyak ide, siapapun ngomong A pasti berkembang menjadi AA, bahkan AAA. Tapi implementasi dari ide'nya itu nol besar, alias omdo.",1
"@Catatan_ali7 @aniesbaswedan Sepakat bang, satu hari setelah pelantikan jika anies terpilih, saat itu juga gw siap mengkritisi  beliau..",0
"Ada Tukang becak ditabrak motor dari belakang Polisi  bgmn kronologinya, cak? Tukang becak  Saya mau ke kanan, sudah saya kasih tanda tangan masih ditabrak, masuk dia ke tanah air.. Pemotor  angel wes angell 😂😅",0
"@UmarSyadatHsb__ awas jangan sampai salah, tak ada nama AMIN di kertas suara nanti, Adanya No.1"" dan nama ANIES RASYID BASWEDAN dan MUHAIMIN ISKANDAR ini kok lebih populer AMIN dari nama nama capresnya, Gak bahaya tah?""",0
@mamamamabiasa @aniesbaswedan Banyak lho mantan pendukung yg gagal dapat proyek saking obyektifnya Anies terus balik nyerang!. Semoga di pilpres ga ada lagi pendukung yg begono!!! 😀😀,1
"@Tan_Mar3M IKN itu sudah ada undang-undang nya. Anggaran nya 40 trilyun. Jadi harus tetap dikerjakan.  Cuma waktunya kapan, ya kita lihat prioritas mana yang harus didahulukan.  Demikian Anies Baswedan menjawabnya.",1
@bundamelatiii Ngak nolak,1
"@PartaiSocmed Lah datanya dr mana min, ente tinggal di jakarta kan? Kalo buruk ga mungkin anies di sanjung2 warga jakarta. Jangan ikut2an bikin hoax lah min",0
Lomba berselancar di parangtritis Bertemu dengan rekan sejawat Pemilu sekarang pilih anies Supaya hidup lebih bermartabat,0
@aniesbaswedan pak Anies selalu menjadi favku,1
@cobeh2022 Ini pasti guyonan. Cak Imin kan suka humor.  Tapi ya kadang guyonannya itu nyata,0
"Gibran Rakabuming Raka menanggapi Cak Imin yang berjanji mengembalikan independensi KPK. Prabowo-Gibran ingin KPK fokus pada pencegahan, bukan hanya penindakan kasus.",0
"@mardigu024 Saya sempet vote anies.., tapi di bayar dengan akal sehat 💪",0
"@KompasTV Masih aman yah nih menpora,,,,BTS pa kabar???senyap setelah tuduh Anies &amp  Nasdem dpt dana kampanye dari itu,,,yg penting fitnah terlaksana!!!",0
