text,sentiment
@tekaxkek @Rorikalishaa Rori apis sudah wota sekali,1
@krisapto @PandemenD @DokterTifa Anies aja udah kampanye duluan gimana komentar anda?,1
btw tag @wink0cak aku bole?,1
@bengkeldodo @DokterTifa Dari jaman dulu betul itu Tapi jaman anies gonggongon anjing herder nyaring banget ya,0
ðŸ¥¹ðŸ¥¹ Mantep emang pak anies,1
"@KakekHalal @Kanjeng2022 Gw pendukung Anies, tapi saya bangga dengan keputusan yang di ambil pak Ganjar,",0
Narasi tidak lucu dari si bodoh Tapi tak apa Pahala mengalir ke Anies Baswedan.,0
"@marwanFC @ainunnajib @Uki23 @psi_id @KPU_ID @KPU_ID harusnya tanggung jawab, minimal mundurlah karena kerja udah gak benar gini.",1
"@ariel_heryanto Anies sudah beri bukti,  om wowo hanya omon omon? https://t.co/uu42L00dx5",0
@PocongMeong @WitWizard_ @partaimedsos45 Lebih masif di era Anies  Era jkw ahok banjir sampai bundaran HI ðŸ˜œ,0
"@sqytherin @ainunnajib @Uki23 @psi_id Gila markup nya kayak pembelian barang di instansi pemerintah, harga 1000 ditulis 8000",0
"@IrawanRommi Gubernur terbaik setelah  Ali Sadikin,makanya main ke jakarta  ðŸ¤£ðŸ¤£ itu bukan Singapore  apalagi  Kalimantan ðŸ¤£ðŸ˜„Jakarta  di tangan  Anies indah bermartabat, manusiawiðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡© https://t.co/FmKVaiz0AC",1
"@Vheattoe_RM mantap iki,sesuai harga",0
Rai rai asu ncen koe @gibran_tweet anakmu si ethes dadi jaminan. DAK BAKAL KU BUAT TENANG ANAK CUCU KAU. BENGAK. TOLOL @bobbynasution_ kau bobby boru ni raja kalah sama rai jawo cak blimbing wuluh ini. Raimuuu cokkk asyuu @kaesangp @budimandjatmiko @Dahnilanzar @adearmando61,0
