text,sentiment
@Shashrcieev dengan Ganjar,1
"*NIH KATA MAS GANJAR*                                                     _(Kita sudah ga bisa DIAM saja!)_  ...Kepala desa sudah mulai di usut dan sudah mulai di audit... mereka satu per satu akan bersuara,berdendang,dan bernyanyi merdu !!! Gassss dan lawan !!! https://t.co/6iWUjdRrPB""",0
Kehadiran Ganjar adalah harapan bagi rakyat yang haus akan keadilan @mylkiseu  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/MoN9F2Tmb8,0
"@dewiirawan13 @WagimanDeep212_ Iy bener ,adik saya juga suami istri pilih Prabowo katanya kesel Krn batal U20 gegara Mega sama Ganjar ,jd istilah petugas partai itu masih buruk banget di bawah ,intinya PDIP sama Ganjar kesannya buruk di mata masyarakat",0
pkb pdip pks nasdem out kintil emg  ganjar anies is real please,0
@101strk ganteng bgt ganjar,0
@_MinGwa MD GUE KENAPA JADI BOTI BEJIR. TP HBD LAH,0
@aruna_bayu @WagimanDeep212_ Setuju ama prof mahfud https://t.co/XZK8m6MnCx,0
@Qiqicampjamaica @beni3bee @berhijabmerah Justru di depok 03 rajin bat kasih sembako dll soalnya pakde gw timses rumah jd posko ganjar malah kirain 01 taunya 02 broooww,0
Gwe mimpi pacaran sama alam ganjar anjerðŸ˜­,0
@maspandam @ganjarpranowo kamu percaya suara ganjar paling banyak?ðŸ˜‚,0
"@ekokuntadhi1 hampir saja milih ganjar, krn serangan ke prabowo &amp  jokowi gak kira2  &amp  keji banyak orang akhirnya memberikan suara ke 02 , ini jelas pertarungan 01+03 melawan 02",0
@Dennysiregar7 Bukannya ngurusin ganjar yang kalah malah ngurusin makan siang awokwok,0
CekidotttðŸ˜» https://t.co/BuW074xdeu,0
"@akupadi5 Lah kan suara PDIP 16 sd 17 persen, suara Ganjar juga segitu. Mana yg anomali nya??ðŸ¤£ðŸ¤£",0
"@tukiminprau @detikcom Alah nyatanya PDIP dapet cuma 15-17â„… sama kek suara ganjar, artinya pemilih ganjar militan PDIP",0
"Ganjar, sosok yang menginspirasi dalam perjuangan untuk keadilan dan kesejahteraan bersama @LuckyEro19  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/FwdBqSrdV9",0
@md_UPPAL Khud bna lo kuch,0
Pagii morningg jumat real count Open vcs colmek bisa sekarang  Wa 082181905902 #vcs #malamjumat maljum ganjar https://t.co/AyTQ64f85S,0
@ShahnazAzizTT @Ayahanda_MD @Alamurni @Bossbm17 @bossku_team @mynewshub @fikhwanBait Halal ke haram ðŸ˜ðŸ¤Ÿ https://t.co/ZqtSzgRgXP,0
"@WhatsAbp @Kailahana6 @BagusErnanto @jeruknyatrejo Yup benar, Paman Anies yang ngebiarin punya ponakan yang ada hubungannya dengan korupsi E-Ktp, dan bapak Ganjar yang punya anak korupsi dan pelaku ham wadas.",0
@NdrewsTjan @Dennysiregar7 angkuh woii junjunganmu sang baginda ganjar.makanya kalah,0
"yang menang anis, prabowo atau ganjar,  ya yang sekampus lah pemenangnya",0
"yang menang anies, prabowo, ganjar, atau yang sekota ya?",0
"minggu kmrn lg cfd di simpang lima TIBA TIBA BGT ketemu pak ganjar lg lari pagi.. aku ketemu dua kali, nah yg ke dua belio lari di belakangku PERSIS dan aku terkaget kaget dan yhh emg tinggi BGT BJIRRRR",0
"Dan semoga masih ada program kampanye seperti Desak Anies, Slepet Imin, Gelar Tikar Ganjar, ataupun Tabrak Prof di pemilu 2029 (kalo ada). Standar kampanye tahun ini jadi naik dan berkelas berkat program-program itu",0
"Ganjar, dukunganmu terhadap rakyat membuat kami semakin yakin akan tegaknya demokrasi @markyyyu_  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/qZn2n4Z68P",0
@lambebuzzer @DVarrt @KPU_ID @bawaslu_RI dri saya perhatikan pict ny kyaknya itu ksalahan dri sistem aplikasi.. ngawur bacanya.. liat aj angka anis di c1.. 035 lalu pak prabowo 146 lalu ganjar 15.. dan totalnya gabungan itu smua..btw saya 02,0
@Dennysiregar7 Kelihatan tolol banget lu yaak Org PDIP sj tdk milih ganjar  Mau nyalahin pemilu Tolol mah tolol sj kagak ush ajak org,0
"@INABadminton @BNI Md ganti jadi beban setelah sekian tahun md jadi andalan, fix roda ina berputar ðŸ˜ðŸ˜ðŸ˜ðŸ˜",0
"@detikcom Dari Pak Ganjar kita belajar, bahwa    Kita tidak boleh mudah menilai orang lain karena belum tentu kita lebih baik dari yang kita nilai ""  Karena yang hanya mengerti dan dapat menilai dengan baik hanya Tuhan""",0
@teguhsps_ Warkop tmn aku,0
@semutetangga @ARSIPAJA Kebanyakan jedag jedug beginilah jadinya,0
@FayaAtika Memang. Digembosi secara internal. Alasannya karena Jokowi dan takut ke Mahfud.,0
@BuayaUbanan @iam_zelt Faktor amunisi juga ga menutup kemungkinan   Karena pemilih kita sdh terdoktrin  Ada uang ada suara... Nah ganjar amunisiny habus atay emang ga punya berharap dari elektabilitas daru  hasil adu gagasan  Terbukti kita ga mampu membaca gagasaan mereka,1
Ada yang tau cara berhentiin SLYPEE? Ganggu banget...sudah di UNREG berkali kali tapi gagal terus. colek #telkomsel #Pemilu2024 Real Count Soeharto Tidur Ganjar,0
"Pertanyaan mengganjal: Ganjar berkorespondensi dengan PDIP. Suara Ganjar jeblok, PDIP tetap jaya. Apakah memang banyak masyarakat tidak memilih figur di partai yang dia pilih? Ato kecurangan yang tidak sempurna? ðŸ¤”",0
jenis tweets yang ngomongin pak ganjarðŸ˜­ðŸ¤ŒðŸ¼,0
"fuck ganjar, marry anies, n k!II prabowo",0
Mas2 jawa itu ada 2. Yg membuatmu plonga-plongo.  Dan yg plonga-plongo itu sendiri. Nothing in between. Tp gw ga terima pesona cwo jawa diwakili cwo plonga-plongo ketika kita punya 183 cm ganjar satoru ðŸ«µ,0
"Pak Ganjar, perjuangan Anda adalah cermin dari semangat keadilan yang tak tergoyahkan @mhdyaizza  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/hHAvSNoHHb",0
"Pada kaget ko bisa suara 02 nyampe 50% lebih di quick count. Fakta di lapangan, di desa ku dan di TPS ku tempat aku tugas kemaren as KPPS 02 emang menang telak dari para lawannya. Aku sendiri kaget karena sebelumnya pada bilang mau dukung Ganjar soalnya mau bikin KTP Sakti :v",0
Note -  Real Count Salah Input bandingkan dengan C1: &gt  https://t.co/Twozl9MtVx  &gt  https://t.co/BS7UKnMjm7  &gt  https://t.co/qw46n5Do1B  &gt  https://t.co/idWAPGyvqC  &gt  https://t.co/trTEnyooZf  Nasdem Ganjar Soeharto oposisi Rip Demokrasi #Pemilu2024,1
"@RudolfDHadjar @SutamaWaya38817 @SirGun78 @mantan_ordal Gagasan bagus tp dgn cara curang ngelabrak konstitusi gw ga setuju bang Krn ngasih contoh ga bagus malahan gw dukung pemilih Ganjar kalau ga pilih Anies, buat gw siapapun presiden nya Alhamdulillah ga ngaruh krn gw ada di circle mereka, semoga nanti negara +62  lebih maju",0
"dinasti keluarga adalah nyata, selama hidup dlm kondisi finansial terjamin, mau se Indonesia benci bodo amat",0
@yudyapra @xixipuol @Stakof jd anies dan ganjar dumb?,0
"@19191919yo @jazcokelat @xwumbomumbox Platform media sosial itu sah-sah saja dijadikan media berkampanye. Kenapa harus takut? Toh basis 02 kalau sudah kuat di Tiktok harusnya tidak mudah tergerus kan?  Oh bdw Anies Ganjar juga keliling Indo, bedanya mereka ga bawa banyak sembako.",0
@ragazzoforte76 Ya paling ga Ganjar kek kalo ga percaya sama Anies.... Paling ga 03 ga ngangkangin konstitusi,0
"BERITA: Datuk Dr Mohd Radzi Md Jidin dalam satu hantaran di facebook, menempelak menteri Kerajaan Perpaduan berhubung isu pengenalan Beras Putih Malaysia Madani. https://t.co/gUIuAF6unh",0
"Real Count KPU di Luar Negeri: Ganjar Unggul 39,22 Persen, Anies 31,18 Persen, Prabowo 29,6 Persen https://t.co/kBjrduaVQn",0
"Update Real Count KPU: Anies 25.27%, Prabowo 56,88%, Ganjar 17.86% https://t.co/0QcYVZ8rXo",0
@marchelgell_F @PDI_Perjuangan Bukan masalah mesin partai yg ga berjalan. Ini murni karna ada pihak yg merampok suara rakyat yg aslinya buat ganjar tapi krna hal2 yg membuat suara mereka berbalik utk paslon lain yaitu paslon yg didukung pemerintah.,0
HAHAHAHAHAA KEBACA BANGETT KELAKUAN GANJAR https://t.co/hFDACfg144,0
"Ganjar, kita siap melangkah bersamamu dalam perjuangan untuk keadilan @mjstrrmd  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/4YfkBLMLPT",0
@persisofficial Ojo lali siapke sirup bekonang,0
@GladiesFrastica @Dragontall65984 @frans_wiguna Aku dukung pak Mahfud MD tapi tidak dgn Ganjar dan Banteng ðŸ˜£,0
"@Raja_niel @iam_zelt Yang saya heran temen2 asal madura di surabaya sini awal2 dukung banget mahfud,lah seminggu sebelum pencoblosan pada promoin 02 dan maren pilih 02",1
"yang bakal menang anis, prabowo, ganjar, atau yang sekota ya?",0
@jupcter Ayo sebutin alasan km gk pilih ganjar ðŸ˜§ðŸ˜§ðŸ˜§ðŸ˜§,0
@INABadminton @BNI Mangenak lawannya langsung China. Oneng bgt sih MD dua2nya kalah.,0
"stop ngerasa muda dan kaget kalau bocil pada salim, dan jd tante yg panggilannya Bunda Dian. sungguh tida siap pdhal udh tuir",0
@RayhanDama @elisa_jkt yang bilang banteng flop &gt &gt &gt   padahal cuma kalah di presidennya. tp ndk masuk akal si sebenernya pak ganjar cuma segitu suaranya,0
"Ganjar, teruslah menjadi pelindung demokrasi bagi generasi mendatang @mrbluemelvile  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/Pdh8rjRgJJ",0
"@aerigomsgurl @irenesant234567 @zoodeaa @caaronxD @itbfess iya betul andaikata ganjar-gibran jadi, mungkin masalah ini ga sebebas ini dipermasalahkan karna pdip saat ini partai pemerintah yg diuntungkan oleh putusan MK. tapi kenyataannya pakde sekeluarga seakan"" melakukan pemberontakanðŸ˜Œ""",0
"@Dennysiregar7 @_yosi_h malu sama ganjar, didukung partai besar kok suaranya cuma segitu, mau woi sama Pak Anis, masa disusur partai besar kalah sama nasdem. Kenapa? Karena rakyat muak sama ganjar yg angkuh",0
"@xquitavee @Dennysiregar7 Di TPS mana Deny ini memilih, bisa di cek gak apa Ganjar yg tertinggi di TPSnya ðŸ¤£ðŸ˜‚",0
buat yang masih cari tc riize md sg24 aku ada ready inaa yaaâœ¨ï¸,0
@naxxorg Antara aplikasinya emang bikinnya Ganjar ato sengaja di bikin jelek,0
"Dalam video yang beredar, Prabowo-Gibran memperoleh 748 suara dalam aplikasi Sirekap, melebihi DPT. Sedangkan Ganjar-Mahfud memperoleh 160 suara. https://t.co/Y1mhYxbMb2",0
@negativisme Ini lagunya siapa ya? ðŸ™,0
pak ganjar dah brp lama traineeðŸ˜­ pinter amat ituðŸ˜­ðŸ™ðŸ»,0
@vvangsit harusnya coblos ganjar karena ganjar ganteng :p,0
"Bersama Ganjar, kami menegakkan prinsip-prinsip demokrasi @mylmyloo  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/v7CVA4E7Na",0
"Ini bener banget...seperti itu yg terjadi. Memang tujuan PDIP bisa tetap jadi pemimpin diparlemen. Dan Berhasil. Selamat.  Mbok ya diakui saja ,Ganjar itu elektabilitas nya Tinggi cuma kata Deni Siregar dkk.  Pak Mahfud ,di Madura aja kalah sama Anis.",0
"@elisa_jkt PDI selalu unggul, tapi herannya presiden nya bisa serendah itu persentase nya? padahal di daerahku banyak sekali baliho PDI dan pak ganjar. gak masuk akal, maaf yaa menurutku emang gak masuk akal",0
@Ben_Nenggol @Dimasgund @Miduk17 Ngigau mpok? Paslon 1 dan 3 yg didukung kelompok 212 kok fitnah ganjar.ya silahkan dukung tapi gue yakin kalian pasti nyesel dan malu..percayalah pegang kata2 gue ini ðŸ˜…ðŸ˜…,0
"@TeddGus 'W bakalan milih Prabowo kalo wakil bukan Gibran' itu yang w pikirin kmrn dan w gak bakal milih Anies kalo wakilnya adalah Gibran, w bakal pilih Ganjar kalo memang 2 Paslon tersebut gak layak dipilih, itu aja",0
"@ignasbowo @ganjarpranowo Demokrasi itu indah Mas, Pak Ganjar bisa ngomong losss dg sombongnya, sampeyan bisa menegur beliau dengan KERASNYA, sy berharap ke depan setelah Pak Ganjar kalah kita masih bisa begini Mas. Salam DemokrasiðŸ™â˜•ï¸",0
"@Dennysiregar7 1000% Pecaya Banget,, Apa Sih Prestasi Ganjar ???",0
"Weeeell, terimakasih pak Anies, pak ganjar, prof &amp  gus imin sudah membuat aku sedikit lebih tau tentang isu isu yang terjadi di negara kita berkat debat, desak anies dan tabrak profnya. Komunikasi yang merubah pola pikir &amp  kampanye yg berbeda pada umumnyaðŸ«°ðŸ»ðŸ«°ðŸ»",0
@KShuiki @kafir_introvert Di tps kecamatan gue aja Ganjar keok. Masa yg milih cuma 3 biji,0
"@rizkaharleni @AndyHuskyyy @tvOneNews tiba2 mau bikin 300 fak kedokteran, ngasi beasiswa kedokteran dan saintek ke luar negeri, ngasi ibu2 makan, ngasi internet gratis (nyontek ganjar) :V",0
"@cobeh2022 Dan bukan karena mega, ganjar, mahfud, buktinya mereka bertiga kalah oleh tukang kayu, yang katanya pelanggar ham &amp  blimbing sayur.",0
"Ganjar-Mahfud, sahabat rakyat yang akan menjaga suara-suara kita dari kecurangan @hendro775  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/uwSrDrZt3A",0
@1Northman Nta mriguel.,0
"@alextham878 @Liaisti_1 Sungguh menyakitkan memang, Ganjar kalah di kandang banteng menurut versi quick count",0
"@dayatpiliang Pak prabroro satu putaran, terserah pak anis sama pak ganjar mau muter berapa kali",0
@BuayaUbanan @iam_zelt Kalau di kalimantan faktor Mahfud deh kayaknya kenapa kalah... Sentimen kesukuan nya masih kuat diteman2...,0
"Ada yang mau komentar?  Real Count KPU Terkini: Prabowo 56%, Anies 25%, Ganjar 17% https://t.co/52UegsPtxH",0
"Indonesia tidak butuh Prabowo, Gibran , Jokowi, Mahfud MD, Ganjar, Megawati dan lainnya.  Indonesia hanya butuh sosok KOMENG.  Karena Indonesia saat ini adalah panggung komedi.  Sekian dari pusat.",0
@harakahdailyHD sedang tunggu ibu ku pencen pasti dapat tak pencen.,0
"alam ganjar, bapak lo banyak yg demen, tiati kata gw teh",0
@Ipaahu salah satu daerah di krw ðŸ˜ Ganjar cuma 6 suara https://t.co/YbdfYFeoMk,0
"Nemu ini di tiktok Sebagai sesama orang Madura  prof mahfud adalah kebanggan kami, kecerdasan, kesabaran, dn kelapangan hati beliau masyallah Mungkin ada jln lain yg tengah dipersiapkan Allah untuk prof mahfud Sehat selalu profðŸ¤ðŸ¤ https://t.co/Nw6zOTzmyL",0
@joeboyking93 Kalau box saver boleh save bil Letrik dgn byknya... Lama dah tnb mintak haramkan...,0
"Bersama Ganjar-Mahfud, jangan biarkan kecurangan mencoreng proses demokrasi @Hitam1539579  #GanjarMahfud2024 #KitaAdalahTiga #Coblos3 https://t.co/1xaQGHLVIY",0
"@ChaeirulM @sutanmangara Boleh, didata aja semua yg salah. G masalah. Doesn't negate the fact that IT'S STILL FAULTY",0
@GladiesFrastica @Niatralalaaa_ @Dragontall65984 @frans_wiguna Ganjar deserve better than prabowo,0
"@ajies4ra Gw juga sebel kenapa ganjar tuh ngedorong anaknya buat ikut-ikutan cuap kampanyein dirinya apalagi sampe jadi jubir-jubiran segala, kek gak konsisten ama dirinya sendiri soal kritiknya terhadap politik dinasti. Padahal banyak pendukung ganjar yang lebih kompeten dan proper huh",0
@PDI_Perjuangan Kesatria mengakui kemenangan Gibran lebih baik. Coba itu tanya ke pak Mahfud cawapres nya pdip.,0
@bukanakutapisay @ochiidayoji @undipmenfess lu liat noh ganjar abis batalin u-20 liat berapa yg milih dia? wkwkwk dikit  bgt anying,0
Sebagai Wakil Direktur Eksekutif Konten dan Media Sosial TPN Ganjar-Mahfud memang harus tetap aktif tulis konten di medsos walau paslon 03 jadi juru kunci sebelum dimarahi habis kakak pembayar. https://t.co/UJgAmolDQs,0
@ShamsiAli2 Eh dongo...ðŸ¤£ðŸ¤£ðŸ¤£..suara masuk baru 40 anak persen..suara yg masuk suara WAN Yaman junjungan elo .makanya naik persentase nya .Ganjar Prabowo belum masuk..kalau sudah masuk.. otomatis persentase WAN bango...berkurangðŸ¤£ðŸ¤£ðŸ¤£,0
@kompascom Rakyat males dengan ketum Partai pengusung ganjar....angkuh sombong..fan sok Parte nya boleh menang tapi calon nya 20%aja gak dpt...ðŸ˜„,0
@txtfromkirana @BadmintonTalk Fx roda berputar md ganti jadi beban ðŸ˜ðŸ˜ðŸ˜,0
Bali dan Ganjar sudah lupa ..mereka membuat sakit hati rakyat dengan penolakan U20 dinegri ini dan di balas oleh penggemar sepakbola dengan memotong KAKI BANTENG diseluruh INDONESIA ðŸ¤£ðŸ¤£ðŸ¤£.Baru kakinya aja udah bikin turun kursi Banteng di DPR,0
