"text","sentiment"
"Selalu Berhasil Jebol Pertahanan Emosi Lawan, Anies Baswedan Dinobatkan Sebagai Raja Debat, Pengamat Ini Sebut Kuncinya di Seni Berargumen https://t.co/CuIlC7KMMj","1"
"Yang dijegal-jegal agar tak bisa nyapres Anies..  Yang Balihonya dirobek-robek Anies…  Yang dihalang-halangi temu masyarakat saat kampanye Anies..  Yang last minutes dibatalkan izin acaranya Anies..  Eh, giliran keok di panggung debat yang nangis dan melodramatik minta… https://t.co/ldPF133FKf","-1"
"VIRALKAN VIDEO INI Agar Millenial dan Gen Z Tahu Sejarah  Yang Sebenarnya Terjadi ✅ RT masal https://t.co/7g1oXheYjc","0"
"lagian pak Anies nanya ga bilang “No offense ya” dulu","0"
"Timnya Anies oke juga ya, gue baru liat media yang dipost  Gestur kecil yang perlu diapresiasi: penggunaan ALT di setiap postingan gambar","1"
"Memang benar kutipan Pak Prabowo Ing Ngarso Sung Tulodo"".  Pemimpinnya bilang: ""Ndhasmu Etik"". Pendukungnya teriak: ""Anies Bacot"".   👍""","0"
"Anies mengenalkan buku panduan pembangunan 40 kota di Indonesia dalam acara Desak Anies di Gorontalo. https://t.co/bramoESSV8","1"
"prabowo: *ngoceh*  anies &amp  ganjar: https://t.co/pjyBkGdpqF","0"
"Keseruan anak-anak K-Popers saat menonton Abah Anies debat Capres semalam. https://t.co/Tpy4mpn5ey","1"
"Strategi Debat Anies Baswedan Dinilai Mencerminkan Ketajaman dan Kecerdasan Seorang Pemimpin  https://t.co/d8tV9tsCG3","1"
"Yang nyalon 4 kali dia Yang melanggar etika demi bisa nyalon juga dia  Yang dituduh ambisi ANIES  *QRT jika kalian bukan DIA","-1"
"Desak Anies Gorontalo hari ini cantik sekali lokasinya! Kalau biasanya latar belakangnya banner, kali ini latarnya sawah dan gunung. https://t.co/wHYndqomwl","0"
"1. Dalam #DebatCapres pertama nayain pak Anies Anggaran dana 80T udah dijelaain detail dan ilmiah dibilang Susah kalau nyalahin angin tdk ada KTP""  2. Debat kedua muncul Istilah SGIE, dijawab jujur ga tahu dibilang Sekelas Cawapres masak ga ngerti.   3. Debat ketiga, ditanya…""","0"
"Bandingkan Sadis Serangan Mana antara Jokowi dan Anies ketika Debat dg Prabowo ? Bukan saja masalah pribadi tapi kepengurusan partai saja diserangnya. https://t.co/Te2fqyaTDu","0"
"Prabowo Tidak Jawab Data yang Diminta Anies dan Ganjar, Pengamat: Itu Bukan Data Rahasia https://t.co/4W66PblGsQ #TempoBisnis","0"
"Terima kasih karena menyebut penanganan kekerasan seksual"" dalam pembacaan visi misi, yg dihubungkan dengan reformasi kepolisian, Pak.  Terima kasih juga Pak Anies menyebut ""perlindungan perempuan&amp  anak"" juga TPPO.  Sebab keamanan bukan soal ""kalau kita lemah, nanti ditindas""""","1"
"Rekam jejak Pak Anies dan Pak Ganjar sebagai Gubernur boleh dipertanyakan. Kalo rekam jejak Pak Menhan yg masih aktif jabatannya baiknya jangan disenggol. Rahasia negara.  Gitu kali ye? Jangan dimarahin ye gue cuma warga biasa.","0"
"Saat debat Cawapres, Gibran berani serang Cak Imin &amp  Mahfud, tim TKN Prabowo bangga.  Giliran debat Capres ke-2 dmn Prabowo dibantai Anies &amp  Ganjar, tim TKN Prabowo meradang.  Cemen klen! 🤣🤣🤣","0"
"Hai kids, this is your Abah..  Pesan dari Anies Baswedan untuk generasi muda, jangan takut menghadapi perubahan 😊  #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/wB00952ig5","1"
"CSIS: Prabowo Totally Lost, Hanya Fokus Pukul Balik Anies #newsupdate #update #news #text https://t.co/mMSjqq1FLg","0"
"Saat prabowo singgung APBD DKI 80 Triliun penjilat pantat gemoy bersorak gembira joget gemoy. Giliran Anies singgung anggaran Menhan  700 Triliun mereka ngamuk gigit pantat....  Pasukan pantat gemoy memang sakit 🤣🤣🤣🤣 https://t.co/EfaMw8igCO","1"
"Pak Aniis Dana APBD DKI 80 T. Bagaimana dgn Polusi Jakarta?  Anies menjawab dengan argumen berdasarkan data.   Pak Prabowo selama 5 thn anggaran Pertahanan 700 T, digunakan utk apa saja?   ITU MENYERANG PERSONAL.  ITU MEMBUKA RAHASIA NEGARA!!!  Nd….!!!","0"
"Anies: Indonesia harus hadir serius dalam upaya kemerdekaan Palestina   Prabowo: yang lemah akan ditindas &amp  diusir dari tanah airnya seperti di Gaza  Silahkan rakyat menilai!! https://t.co/2KS0pMAqge","1"
"Lah? Kan emang pak prabowo yang minta Anies buat maju Gubernur. Bukan Anies yg ngemis-ngemis ke Pak Prabowo..   Lagian ngapa jadi ad hominem gini? Ini baru namanya serangan personal. Bawa-bawa hal yang gada hubungannya dengan substansi debat.","1"
"Dalam #DebatCapres Abah Anies disuruh belajar Etika sama paslon yg cawapresnya pelanggar etika.   Disuruh jangan ambisi Nyapres oleh org yg ikutan nyapresnya udah 4x  Disuruh belajar ekonomi, padhal pak Anies S1-S3 nya bergulat ttg masalah Ekonomi.  Emang rada rada seh bpk itu.","1"
"Memang rahasia negara apa yg diminta oleh Anies dan Ganjar?   Ada yg bisa jelaskan?","0"
"Anies-Imin: Pakai ilustrator lokal untuk materi kampanye Ganjar-Mahfud: Pakai brand lokal untuk merch timses  Prabowo-Gibran: Pakai AI art jelek","1"
"Bocoran A1 Untuk Kubu 02 :  Di Debat Capres Terakhir, Anies Akan All Out Lakukan Serangan Sampai dibuat Score : 10 - 0 , Silahkan Siapkan Semua Data, Karena Pertempuran di Debat Terakhir adalah Adu Data.","0"
"Ditanya alasan kenapa mau jauh-jauh datang ke Gorontalo..  Jawaban pak Anies, karena di sini menjadi contoh hasil pertanian yang berhasil. Nanam singkong berhasil jadi nggak perlu food estate 🤣  #DesakAnies #AniesMuhaimin2024 https://t.co/0GeYxqsYph","1"
"Effendi Gazali :  Prabowo sangat Kehilangan GEMOY nya "" dan Prabowo Tidak paham Ilmu debat   Kejeniusan Pak Anies Patut Kita Acungin jempol dan tidak di miliki Paslon lain ,bahkan usulan pak Anies di Setujui oleh PBB....Yuk kita Cek Faktanya https://t.co/yjJiLx6zl4""","1"
"Anies Resmikan Rusun Polri Anggaran Rp 200 M: Hibah Hasil Pajak Rakyat https://t.co/Ycds7FtFcj ini kerja nyata Abah Anies  ya gaizz bukan omon omon doang🤓","1"
"Pak Anies bahas Gaza di #DesakAnies Gorontalo, kata beliau Gaza itu tidak lemah, yang terjadi di sana itu pendudukan, praktek aparheid, dan penindasan. Justru kita di sini yang harus belajar dari orang2 di Gaza. Mereka selama ini tetap berjuang dan berjihad.","1"
"@ARSIPAJA narasi yg dibawa buzzer tuh sekarang jadi kasian""   ga ada yg lain kah? misal ngecounter statement pak Ganjar tadi malem soal data, ngecounter pak Anies soal food estate singkong ?""","0"
"Pendukung prabowo  Liat capresnya kalah debat= nangis  Pendukung Anies  Liat Imin debatenya jelek = ikut ngroasting","1"
"Belum jadi Presiden RI, masih jadi Gubernur DKI saja Mas Anies Baswedan memperhatikan Anggota Polisi kita..   Anies Resmikan Rusun Polri Anggaran Rp 200 M: Hibah Hasil Pajak Rakyat https://t.co/U7xEN9lJat.","1"
"Anies menyinggung kekayaan 02. Tapi dia lupa krna kekayaan 02 lah dia didanai sampai bsa menjadi DKI1.   Kasarnya itu adaah posisi Anies bsa sampai sekarang ini salah satunya krna kekayaan 02.  Serem banget kalau berurusan sama orang2 model bgtu kalau dalam dunia sehari2🫥.","-1"
"Harusnya Anies jangan menyerang frontal. Gak ada unggah-ungguh itu, gak suka orang Jawa.  Harusnya diakrabi dulu itu si bapak, trus tusuk dari belakang. Itu baru disukai orang Jawa.","-1"
"Jika Anies dianggap arogan dan menyerang sisi personal Prabowo. Ketahuilah, bahwa masalah yang dimiliki Prabowo sekarang sesungguhnya adalah masalah publik. Ini adalah masalah ketidakadilan.  Prabowo menguasai 340 rb ha lahan dg status HGU. Sementara krisis lahan dialami oleh… https://t.co/Oq5ZBuRCv1","1"
"Dosen Hubungan Internasional FISIP Universitas Nasional (Unas) Jakarta, Robi Nurhadi, yakin Anies bakal menggeser posisi Indonesia dari penonton"" jadi lebih berperan sebagai penentu politik global. https://t.co/bDtfytWstZ""","1"
"Litbang Kompas soal Debat Ke-3: Prabowo Tak Kuasai Materi, Anies Paling Perform. #newsupdate #update #news #text https://t.co/ZOWKSYmJvZ","1"
"Salahsatu alasan Prabowo keliatan kosong dan ngang ngong bgt di debat taun ini, krn di 2019 yha Jokowi juga sama aja public speaking nya belepotan, meanwhile taun ini kita punya Anies yg terstruktur bgt dan Ganjar yg lugas dan luwes. Wowo kebanting. 😂","1"
"Emak ini yang teriak Anies Bangs*t"" (detik 0:15) Lalu dilanjut ""Saya undangannya Pak Hasyim lhoh..""  (detik 0:50) https://t.co/OoHd4oAHWP""","0"
"Saya undangannya pak Hasyim lho! Perempuan yang teriak teriak anies bacot! https://t.co/X32xXaZtZB","0"
"@TEMPUSFUGlT Anies ni udah kek Wonyoung banget, ada aja buat disalahin","0"
"Karena terus2an teriak bacot dan huuu in..tiap Anies bicara, padahal itu deretan tempat duduk buat undangan, panitia meminta si Ibu pindah. Itu bukan tempat pendukung. Dia sempat ngeyel gak mau. Sampai 3 orang yg minta dia pindah. Saat jeda jelang akhir segmen, dia keluar😊 https://t.co/vtfSRo44Ry","0"
"Anies tidak sopan, kasar, ngga punya tata krama""  Inget, kita pernah milih presiden dari sipil, sopan, terlihat lugu, nga pernah marah, tata kramanya bagus. Tapi ajukan firli jd ketua KPK, mengesahkan UU ITE jilid 2, mengajukan Omnibus Law, dan membiarkan iparnya di MK.   Sopan?""","1"
"...Habis ucapan laki2:   Anies Bangsat"", (1x)  terbit ucapan wanita:  ""Anies Bacot"" (2x)  Benar2 keren pendukung capres pro Zionis ini di debat capres semalam...Akhlak yg patut diteladani...(``,) https://t.co/AXQwXs0lrP""","0"
"Umpan lambung 03 ke 01 menciptakan gol epic..  Retweetnya dong buat penampilan abah Anies &amp  pak Ganjar semalam!! https://t.co/pqCF40syAt","1"
"Beberapa data yg saat debat dibilang salah oleh Pak Prabowo:  - luas tanah milik dia (dari Pak Anies) - alokasi anggaran pembelian Alutsista (dari Pak Anies) - indeks2 terkait pertahanan Indonesia yang menurun (dari Pak Ganjar)  Ini yang mana yang dianggap data rahasia?","0"
"Hormat, Mas Anies semalam luar biasa.","1"
"Capres lain lempar-lempar kaos dan  baju ke rakyat.  Pendukung Capres 1 Anies malah datangi dan berikan kaos. Mereka menyebut dirinya “Anak Abah”🦉  Abah Anies milik rakyat Indonesia. #AMINAjaDulu  https://t.co/mb8ChtieBm","1"
"Ku kira Pak Anies pionir, ternyata Pak Jokowi udah duluan 🤔","-1"
