"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url"
"Fri Jan 26 23:59:57 +0000 2024","1.7510322578951E+18","@elviejochano te gusta el hilo? uwuw","0","2","0","0","in","1.4085666458288E+18","1.7510229485283E+18","pillz4gatiko","https://twitter.com/pillz4gatiko/status/1751032257895133601"
"Fri Jan 26 23:59:57 +0000 2024","1.7510322562929E+18","3shan sor3et el qazf ðŸ¤­ðŸ¤­","0","0","0","0","in","1.3659845390053E+18","1.7510322562929E+18","selmoghazyyy","https://twitter.com/selmoghazyyy/status/1751032256292892857"
"Fri Jan 26 23:59:36 +0000 2024","1.7510321694501E+18","@AbdurrahmanSrb @Hasbil_Lbs Kawan sebelah tdk pernah puas kecuali sdh memfitnah Pak Anies dan Gus Imin, semoga Allah benamkan partai2 mereka kini dan masa dtg...","0","0","0","0","in","1.6240085356497E+18","1.7507553291163E+18","YahyaAlkatiri31","https://twitter.com/YahyaAlkatiri31/status/1751032169450062163"
"Fri Jan 26 23:59:17 +0000 2024","1.7510320919226E+18","Good morning. Weekend tapi kebangun pagi biar apa sih, el?","0","9","0","0","in","1.6668959010829E+18","1.7510320919226E+18","kiel13__","https://twitter.com/kiel13__/status/1751032091922579819"
"Fri Jan 26 23:59:02 +0000 2024","1.7510320269528E+18","@mbrobbyy @idextratime wkwkwk diajarin sama pelatih twrhebat di dunia dan di akhirat versi towel yaitu Fakhri Husaini alias El Kabur TC Timnas","0","0","0","0","in","2757764129","1.7508929070566E+18","auginou","https://twitter.com/auginou/status/1751032026952831127"
"Fri Jan 26 23:58:51 +0000 2024","1.7510319795488E+18","@Dennysiregar7 Bisa jadi SIRAMAN FULUS nya kurang cak...ðŸ«£ðŸ˜ðŸ˜‚","0","0","0","0","in","1.3560520620024E+18","1.7509089420988E+18","Gbusonny1","https://twitter.com/Gbusonny1/status/1751031979548827945"
"Fri Jan 26 23:58:49 +0000 2024","1.7510319735886E+18","@KompasTV slepet juga nih..","0","0","0","0","in","2277236466","1.7508838156215E+18","coffee_pakde","https://twitter.com/coffee_pakde/status/1751031973588652419"
"Fri Jan 26 23:58:44 +0000 2024","1.7510319501552E+18","@magerjauh Yooomaaan suwun mas Rio jangan lupa musik regenya di sela sela kegiatannya ðŸ‡¯ðŸ‡²ðŸ¤","0","0","0","0","in","7.4669506145107E+17","1.7510258603612E+18","Cak_Alail","https://twitter.com/Cak_Alail/status/1751031950155157832"
"Fri Jan 26 23:58:21 +0000 2024","1.7510318549402E+18","@undipmenfess gak blh mnjelekkan paslon lain tp mlh ngatain el culik dan nepobaby, hadeh...","0","0","0","5","in","1.2665387786608E+18","1.7508286705316E+18","ENAK_KABEH","https://twitter.com/ENAK_KABEH/status/1751031854940168666"
"Fri Jan 26 23:57:54 +0000 2024","1.7510317409388E+18","andy moshkla kebera maa el nas el betetghayr lama tesaheb","0","0","0","2","in","7.2035933760088E+17","1.7510317409388E+18","alia_amrh","https://twitter.com/alia_amrh/status/1751031740938805720"
"Fri Jan 26 23:57:41 +0000 2024","1.751031686153E+18","@Hapis_sativa Nek cangkem e mambu rokok non cukai piye cak wkwk","0","0","0","0","in","1.7135325625332E+18","1.750903203125E+18","heeeymannnnn","https://twitter.com/heeeymannnnn/status/1751031686153048234"
"Fri Jan 26 23:57:36 +0000 2024","1.751031668193E+18","bangun bangun cak imin","0","0","0","0","in","114712977","1.751031668193E+18","thesanurm","https://twitter.com/thesanurm/status/1751031668193013855"
"Fri Jan 26 23:57:19 +0000 2024","1.7510315936057E+18","@ilvslthszm PASAMELOOO","0","1","0","0","in","1.3187465038931E+18","1.7510302243542E+18","El_OjitodeLouis","https://twitter.com/El_OjitodeLouis/status/1751031593605726593"
"Fri Jan 26 23:57:35 +0000 2024","1.7510316617506E+18","@el_avraham @ainunnajib Kl akun lama msh inget, lo jg hapal menteri kabinet gotong royong 1.","0","0","0","1","in","2280170701","1.7508991041574E+18","helloprijanto","https://twitter.com/helloprijanto/status/1751031661750563066"
"Fri Jan 26 23:55:39 +0000 2024","1.7510311767045E+18","@cakimiNOW Cak @cakimiNOW awas pake slogan itu , siapa tahu udah ada hakinya .  Karena acaranya cukup lama di TV hehehhee.....ðŸ¤£ðŸ¤£ðŸ¤£  01 salam gembira ria !!","0","0","0","0","in","533250346","1.7508157895095E+18","Retnosoedjono","https://twitter.com/Retnosoedjono/status/1751031176704491977"
"Fri Jan 26 23:55:37 +0000 2024","1.751031166663E+18","Hya el nas el 3ayza January ykhlas wrahom haga mohema f feb wla eh?","0","0","0","2","in","1.1542271344094E+18","1.751031166663E+18","salmaebrahim_","https://twitter.com/salmaebrahim_/status/1751031166663036963"
"Fri Jan 26 23:55:01 +0000 2024","1.7510310157942E+18","@jawafess Pas jadi Cak Imin ngampet ngguyu","0","0","0","0","in","1.3807593340286E+18","1.7508817848067E+18","Bowoisme1","https://twitter.com/Bowoisme1/status/1751031015794201035"
"Fri Jan 26 23:53:50 +0000 2024","1.7510307174911E+18","@stephanusn @scianachy @surinaken Kalau di 01 mungkin ada pendukung yg goblok2in tp bukan pak anies dan cak imin lgsg. Kalau 02 selain pendukungnya juga bar2, nanti lgsg prabowo jg ikut goblok2in, kalau coba berpendapat sama opung lgsg dibilang lu siape?""""","0","0","0","1","in","1.5052508330759E+18","1.7507194048314E+18","Feb-04","https://twitter.com/febr2504/status/1751030717491122482"
"Fri Jan 26 23:53:46 +0000 2024","1.7510307027102E+18","ma howa mesh tabee3y a3ya 3 marrat  f nafs el shahr","0","0","1","4","in","1.2653809624746E+18","1.7510307027102E+18","noorxyaghi","https://twitter.com/noorxyaghi/status/1751030702710169730"
"Fri Jan 26 23:53:35 +0000 2024","1.7510306550796E+18","@PaniniMangaMx El manga de Otome Game Sekai wa Mob ni Kibishii Sekai Desu https://t.co/ZCd8J1uMwB""","0","0","0","0","in","1.4391213935395E+18","1.7509970038599E+18","ChafaRomulo","https://twitter.com/ChafaRomulo/status/1751030655079612429"
