"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url"
"Sun Dec 17 23:59:56 +0000 2023","1736536738494050502","@NenkMonica Kapan anies lomba lari lagi..emang pemodalnya apa sdh pada bangkrut","0","0","0","0","in","1599611245564289025","1736371907539423719","HPranadiya","https://twitter.com/HPranadiya/status/1736536738494050502"
"Sun Dec 17 23:59:31 +0000 2023","1736536631958790275","@sosmedkeras Makanya di China di bante ras Rohingya ga heran, ga usa di bela Cak Imin bela Rohingya,isa semrawut kehidupan warga","0","0","0","0","in","1161239786734018560","1736363416984641767","Wertuyi2","https://twitter.com/Wertuyi2/status/1736536631958790275"
"Sun Dec 17 23:59:24 +0000 2023","1736536606226739277","@niningsrifitri Salam kenal","0","0","0","2","in","1690160010645688320","1736509435957428473","imin_tukim27088","https://twitter.com/imin_tukim27088/status/1736536606226739277"
"Sun Dec 17 23:59:21 +0000 2023","1736536594059018606","Kecelakaan Beruntun Rombongan Capres Anies Baswedan, Berikut Ini Info Kondisinya   https://t.co/8dsLRITpOD lewat @tribunnews","0","0","0","0","in","151700683","1736536594059018606","Tribun_Manado","https://twitter.com/Tribun_Manado/status/1736536594059018606"
"Sun Dec 17 23:59:20 +0000 2023","1736536588845527303","@sobat_anies Tangerang","0","0","0","0","in","1733310021130498048","1736290932604240117","AbuUbaidah6474","https://twitter.com/AbuUbaidah6474/status/1736536588845527303"
"Sun Dec 17 23:59:18 +0000 2023","1736536580511469730","@Sembroenoo @ARSIPAJA dp 0% udah ada perealisasiannya dan ada yg beneran udah dapet warga jkt nya. di desak anies dibahass","0","0","0","0","in","1337576364627542017","1736226200513904823","pumpkinsho_","https://twitter.com/pumpkinsho_/status/1736536580511469730"
"Sun Dec 17 23:59:18 +0000 2023","1736536578561064966","@sobat_anies Kami pilih AMIN no 1.  #AMINAjaDulu","0","0","0","0","in","554889993","1736290932604240117","zoelnasution1","https://twitter.com/zoelnasution1/status/1736536578561064966"
"Sun Dec 17 23:59:13 +0000 2023","1736536558747165091","@OposisiCerdas Gerindra dapat suara besar di 2019 krna ada masa pendukung Anies yg memilih...yg untung Prabowo lebih besar","0","0","0","0","in","1534883706418057217","1736026577367142695","Kakoya69","https://twitter.com/Kakoya69/status/1736536558747165091"
"Sun Dec 17 23:59:04 +0000 2023","1736536522437136571","@Bakeol_Rotie @_BangFu Lu gatau kalo wapres skrg lagi ngomongin pulau buat rohingya tinggal? Pdhl prab blg akan MELANJUTKAN program pemerintahan skrg. Jd gmn? Masih salah anies? Banyakin baca berita kak biar ga kosong. https://t.co/cxLGjtpXMW","0","1","0","2","in","1190443951200727040","1736352328951992658","nsnsnnqx","https://twitter.com/nsnsnnqx/status/1736536522437136571"
"Sun Dec 17 23:59:02 +0000 2023","1736536511775129728","@BangPino__ Lupa ya ? Eksekusi Ahok ke penjara  menunggu "" hasil voting DKI. Ketika clear Ahok kalah, baru eksekusi dijalankan, coba kalau menang ? Itu contoh kecil bagaimana Anies terus berupaya dijegal. Jika menang tipis, pasti tim simsalabim akan mengalahkan Anies. Itu demokrasi ???""","0","0","0","2","in","3316366667","1736360882001907879","reggy120366","https://twitter.com/reggy120366/status/1736536511775129728"
