created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Dec 22 23:59:58 +0000 2023;1738348686504276270;"@kumparan Coba cak imin kemarin jawab gini. Selesai GB 🤣";0;0;0;0;in;98785973;1738220922275033225;reog_tester;https://twitter.com/reog_tester/status/1738348686504276270
Fri Dec 22 23:59:57 +0000 2023;1738348683723514087;"@alisyarief Samsul kurang tidur begadang menghapal istilah-istilah asing agar terlihat smart, padahal gak ngerti sama sekali.. 😂😂 Cak Imin terlalu memaksakan slepet..  bisa berakibat blunder..";0;0;0;0;in;1418819663824310272;1738206565252182501;bobi_kunku;https://twitter.com/bobi_kunku/status/1738348683723514087
Fri Dec 22 23:59:55 +0000 2023;1738348674961616920;"Cak imin gak bisa jawab gini karena memang aslinya dia oke oke aja. Gak setujunya karena anis gak setuju jadi harus satu tujuan dong 🤣🤣";0;0;0;0;in;1358680767090495491;1738348674961616920;flowernattawin;https://twitter.com/flowernattawin/status/1738348674961616920
Fri Dec 22 23:59:55 +0000 2023;1738348674709958826;"@hayukitangopi @gibran_tweet Tanya imin kata ketua partai basis islam,,masa gak tau ekonomi syariah cuax cuax🤣 https://t.co/EqA2qfFF7u";0;0;0;0;in;1686774790626185216;1738218613641973973;day572476421482;https://twitter.com/day572476421482/status/1738348674709958826
Fri Dec 22 23:59:53 +0000 2023;1738348664521900071;"@Arie_Kriting Klo cak imin menguasai bahan,bs dia pakai istilah2 arab.";0;0;0;0;in;183567049;1738249117489639446;gerilyawan86;https://twitter.com/gerilyawan86/status/1738348664521900071
Fri Dec 22 23:59:50 +0000 2023;1738348654627635261;"@RadioElshinta imin realistis bicara apa adanya meski kurang greget.";0;0;0;0;in;1502920287930978307;1738198499764875388;khangzax;https://twitter.com/khangzax/status/1738348654627635261
Fri Dec 22 23:59:50 +0000 2023;1738348652815593888;"Ditanya soal kenaikan pajak, Gibran malah ngomongin kebon bintang.  Emangnya wajib pajak itu penghuni kebon binatang ya, El Sulfat?  #DebatCawapres https://t.co/Y9ULfy8PqD";0;0;0;0;in;72331131;1738348652815593888;FitFerry;https://twitter.com/FitFerry/status/1738348652815593888
Fri Dec 22 23:59:47 +0000 2023;1738348639905513838;"Debat cawapres elek. Imin oposisi tampil welek, gibran mahfud perform tapi diferensiasine mbuh opo.";0;0;0;0;in;1460257346030997510;1738348639905513838;lucius2793;https://twitter.com/lucius2793/status/1738348639905513838
Fri Dec 22 23:59:42 +0000 2023;1738348619953303721;"@royalvin2018 @TretanMuslim Jadi termasuk pertanyaan Cak Imin juga disetting gitu?";0;0;0;1;in;226603941;1738221097617891420;tukangopi;https://twitter.com/tukangopi/status/1738348619953303721
Fri Dec 22 23:59:39 +0000 2023;1738348607332630655;"@sosmedkeras gibran mara2 so asik wkwk, pa mahfud "the watcher", cak imin ? idk. u tell me!";0;1;0;0;in;1374658235081261061;1738224813423067269;nabilkbr_;https://twitter.com/nabilkbr_/status/1738348607332630655
Fri Dec 22 23:59:34 +0000 2023;1738348584662385064;"@txtdrbekasi Sayangnya anda hanya admin yang karirnya tidak secemerlang cak imin";0;0;0;0;in;1281791347200950272;1738260504437797301;AndikaNurahman;https://twitter.com/AndikaNurahman/status/1738348584662385064
Fri Dec 22 23:59:32 +0000 2023;1738348578941399191;"@kurawa Tp buzzer2nya malah sibuk ramein ES GE I E🤣  Aku sih mikirnya dieja gt aja Cak Imin ngga paham aplagi dieja dgn lafal Engleesss ES JIE AI IE 🤣🤣🤣  Pdhl sbg org yg bergelut di organisasi Islam mestinya paham SGIE apapun lafalnya";0;0;0;0;in;1486901167;1738215215177855358;ClaraSantikaa;https://twitter.com/ClaraSantikaa/status/1738348578941399191
Fri Dec 22 23:59:28 +0000 2023;1738348562046747055;"awkowkkwkwok, tapi semalem stop nonton pas imin bawa omnibus law. malaaas";0;1;0;2;in;307753786;1738348562046747055;hisarei_net;https://twitter.com/hisarei_net/status/1738348562046747055
Fri Dec 22 23:59:28 +0000 2023;1738348560293433407;"Harusnya balas seperti ini cak @cakimiNOW";0;0;0;0;in;1277405142;1738348560293433407;rizkiallyanoer;https://twitter.com/rizkiallyanoer/status/1738348560293433407
Fri Dec 22 23:59:27 +0000 2023;1738348556334051762;"@ekokuntadhi1 Suruh Gibran Ikuti Emak (SGIE) 🤣 lalu cak imin jawab cerita tentang putusan 90 MK 🤣 gibran jadi malu deh 🤣 gibran nanya SGIE persis anak SD mainan tebak2an kata🤣 gibran cawapres mutu rendah, ngacir saja melulu diinterview wartawan🤣 gibran pidato semalam persis hafalan buku🤣";0;3;1;7;in;1019026466;1738223680835195240;tedy_ang_;https://twitter.com/tedy_ang_/status/1738348556334051762
Fri Dec 22 23:59:19 +0000 2023;1738348522322468925;"Kudu di #Slepet bocah kuwi pertanyaannya ora umum, pake singkatan #SGIE";0;0;0;1;in;69988757;1738348522322468925;eddysusilo;https://twitter.com/eddysusilo/status/1738348522322468925
Fri Dec 22 23:59:17 +0000 2023;1738348513568915818;"@MinmonPS7 Disaat gibran jawab ini anies geleng² kepala..  Mgkin beliau ga menyangka serangan personal dirinya k prabowo dibalas gibran k cak imin..";0;0;0;2;in;2951047716;1738177995003888018;DEdward_6;https://twitter.com/DEdward_6/status/1738348513568915818
Fri Dec 22 23:59:15 +0000 2023;1738348507927662890;"@debuatomik Yg paling mengejutkan ya Gibran. Imin banyak kena slepet. Mahfud so so.";0;1;0;0;in;829043798;1738278643108098359;AgusJohann;https://twitter.com/AgusJohann/status/1738348507927662890
Fri Dec 22 23:59:14 +0000 2023;1738348502147879001;"@Reiza_Patters Secara org2 cerdas memang akan paham, bahwa yg akan disampaikan gak jelas, tapi kebanyakan dari kita mana yg bisa bikin org bingung itu lebih hebat, mdh2an cak imin belajar untuk next debatnya... harus banyak jalan berdua sama pak anis mulai skr,,,";0;0;2;12;in;817935727837069312;1738264582748319886;SandhiMPutra;https://twitter.com/SandhiMPutra/status/1738348502147879001
Fri Dec 22 23:59:11 +0000 2023;1738348488981942281;"Kyai Makruf Amin &gt  Gus Imin";0;0;0;0;in;1654474176147906560;1738348488981942281;Faisolklan;https://twitter.com/Faisolklan/status/1738348488981942281
Fri Dec 22 23:59:10 +0000 2023;1738348486515655046;"@NyaiiBubu Ya pasti gk pahamlah,pertanyaan panelis A si Gibran jawab B saat Mahfud mempertegas agak Gibran menjawab sesuai dg pertanyaan panelis si Gibran yg gk paham malah dia bilang Mahfud dn Cak imin yg gk paham,cerdas kaaaan,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣";0;0;0;0;in;1190585305046208518;1738191529821589726;AjusNde;https://twitter.com/AjusNde/status/1738348486515655046
Fri Dec 22 23:59:01 +0000 2023;1738348448313925964;"@Allunk1801 @AzzahwaAliya_ @PartaiSocmed @gibran_tweet @jokowi elap dulu gih air matanya pake sarung nya Gus Imin 😭";0;0;0;0;in;1899994106;1738199442149593550;dennyawe;https://twitter.com/dennyawe/status/1738348448313925964
